,predicted,sentiment,text,textID
579,neutral,positive,"about to head to the Strand, goodnight",77c659aa89
581,neutral,positive, hiya! been looking for you1,aa8b44f1b2
590,neutral,negative,: unfortunately not.  I have to take it to a repair shop or replace it.,132462ca21
591,neutral,positive, : Come to VietNam to make a live Show Miley. there are so much fans love you at Viet Nam,a7225483b3
592,neutral,negative," 'You guys could have fun in a cardboard box'.. I miss you already, bro.",2dfb1e0fe3
594,neutral,negative,Josie`s out of surgery. She`s now officially unable to procreate. And She`s way out of it... Poor medicated baby,b70639aec0
595,neutral,negative,I signed up for an account on a political website so I could post a comment but it isn`t working.,0b5a804a3c
596,neutral,positive,_NigerianBoi thanks JT i also enjoyed it i will. r u following me? ill follow u back,78ccd0cec0
599,neutral,negative,"Feeling awful, new medication is making me nauseous",9d414d77dd
600,neutral,negative, inooo arent they just  i wanna just go down there now an meet kyle again.. im too obsessed its not fair!,4d05d59122
602,neutral,positive," If I could, I`d send California sunshine your way.",2fd9eef1f8
603,neutral,positive,I need a present for my mom.  Could anybody help me ?!,938c32de3e
604,neutral,negative," I am in Weirton Julie, way up North at the tippy top! LOL we don`t think southern WV folks like us too much.",0e3d04ed05
606,neutral,negative,bad mood and i dont feel good. too bad no one cares,32eb024489
607,neutral,positive," I love you so much.  Just got into my hiding spot, gonna go check out datalounge",6af90a76e4
609,neutral,negative,"  youre diabetic?   so is my dad.  & i might be too, not sure.  are you still allowed to eat sugar throughout the day?",af087c9deb
610,neutral,negative,I just really want to sleep butmy eyes won`t let me,8823244442
613,neutral,negative," Ian and I are going to a matinee tomorrow, or that`s the plan at least...it`s going to be too expensive for 3d at night",3b6fdcc518
615,neutral,negative," I know, but work is so boring. I prefer the  take on life",419f3e9ef8
618,neutral,positive,"AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youu:O heh, actually I can. Life is worth taking risks... http://tumblr.com/xs81qy54s",43ad351369
622,neutral,positive,Off to enjoy a Hanami picnic at the cherry tree park. Hope the weather stays nice.,50b353f751
623,neutral,negative,The comp deleted half my apps,c4cad35b0f
624,neutral,positive,"In Whin Park on the swings, victory is all mine right now",9c44566550
625,neutral,positive,Well it would seem that you can enter nine 0s if you are an Individual without a SSN/ITIN or EIN according to Apple.  Hurray!,32b28d840b
626,neutral,positive, because its like ten times better than this place xD and its so beautiful and fun  and they have gold coast hot dogs!! xD,d576839165
628,neutral,positive, oh you are too kind,ef1eb004ff
629,neutral,positive," yeah, so quick! And I`m using the 5mm addi`s I bought on Sat and it makes it even smoother",36bc98037c
632,neutral,positive,"  ummm...last night when I DM`d you, you said it was a 'good' question.",586a76af3d
633,neutral,negative," man, I am really sorry",dfd9f1800b
635,neutral,negative,wow.. tomorrow and then it`s over. i`ll never see some of those people again. it`s kind of sad.,d9e1b10a4f
636,neutral,negative,NCAA Baseball Road 2 Omaha: South Carolina just hit a 3-run homerun. Dagger 2 my heart.    Mason 1 - South Carolina 3..,0e5d9cd378
637,neutral,positive," I send messages to greg all the time, no answer  its ok I still love o & a, goog luck with your move to Erie.",1a82a50aa9
641,neutral,negative,10.11PM~ todays a drag for me. so bored. im about to get into the romance book so i prob wont be on til the morn  night twitter babes ;),c3261537c6
642,neutral,negative,"twitter fam, i`m about to hop back on AIM i went ghost on y`all lolz sowwy",4acd2d7380
643,neutral,negative, i make them good girls go bad,259ab53f07
644,neutral,negative,Sites that republish my blog`s feed often end up higher than my blog on Google search results,c180265483
649,neutral,positive,oh yes! Level 40,e468a185dc
650,neutral,negative,my baby`s off on his adventure. 14.5 hours in the car up to Lake Ann Mi. I admit it. I cried a little when the truck pulled out...,fe626ba958
651,neutral,positive, http://twitpic.com/4uyn9 - I NEED THIS. RIGHT NOW. THIS IS ABSOLUTELY MINDDDD BLOWING  I love this. So much!,995db37ffd
652,neutral,negative,frustrated by my stupid iPhone I need a blackberry!!!!,a539826f28
655,neutral,positive,I`m still at the mothers day lunch at my uncles house. Having a nice time!,e74af209c6
656,neutral,positive, Oh! I ate pizza last night too!  I stupidly feel closer to you somehow!,aca7565010
657,neutral,negative," Oh right,sorry,now i get ya,But still 3000 email`s,wow,cool",cac874449f
658,neutral,positive,? I had great time in Boston. Thanks to my baby girl.   http://plurk.com/p/rplmy,bff45fe27f
659,neutral,negative, my bad homie,60521a571e
661,neutral,positive,Good morning everyone,bcf13877f7
662,neutral,positive," love this one, especially the shoes  anyway, gmn punya acc lookbook ya? http://lookbook.nu/look/92920",c4a8602e0a
665,neutral,positive,good morning world,0237b6fd87
673,neutral,positive, lol that was a great movie,35674461fe
678,neutral,positive,Hecks yeah. Jandy timsamlake is too rawesome!,9fb92f7504
679,neutral,negative,**** internet jus cut me off!  was bout 2 shoot sum guys eye out  ~*~KANDI~*~,49ffb6b465
681,neutral,negative,Not only has it broken but it`s Monday!!Does this mean Monday can be fix`d?  ? http://blip.fm/~5jgio,dc346c6f1c
682,neutral,negative,People at work are stressing me out.,178b3ca782
685,neutral,positive,never trust someone else`s battery operated power tools when you`re in a hurry,696a2abd8a
686,neutral,positive, Lol Your tweets are so funny! I met you in Calgary! You`re awesome  Can`t wait for the next HP movie!,26d169a9e9
687,neutral,positive,is off to work ... still 'recovering' from an amazing and beautiful weekend. Have I mentioned how incredible my friends are??,52fd9f56fb
688,neutral,positive, so`s the smell of cigarettes and alcohol... at least *i * like it.,2f7b589c41
692,neutral,positive,`s current goal is to lose 10 pounds by next tuesday! 120 here i come   soooo ready for Gatlinburg!,ce4b5fe266
693,neutral,positive,my best friends bought something which i really want.,792c97a352
694,neutral,positive," It depends on your goals & how much you want to spend  Cannondale, Specialized and Cervelo are all good brands.",384a8c1c53
697,neutral,negative,My net died so yeah....  I`m sad now,0c79867978
699,neutral,negative,i dont know why i follow sme of the ppl that i do... they e anoying and boring. * note to self -unfollow peeps on monday morning,30b5985a07
702,neutral,negative,Bad migrane and need to go to dancing tonight.... Not a good combination,41cf23c2d2
703,neutral,negative,"Grinding Skyguard rep. This is less awful than I anticipated. Yet, still awful. Last tabard I need",e027169ec6
704,neutral,positive, i dunno if he saw it  happy birthday girl!,6c843b2f56
708,neutral,negative, ****! I want to be at the beach in the sun,a35cb60975
709,neutral,negative,OH. I am just so tired.,7e49648b99
710,neutral,positive,"Well, my dog still isn`t at the shelter. I hope someone good has him",b7234b7720
711,neutral,positive, Well tell me what fashion tips you need and I`m your woman  hehehe,5bbef6942a
712,neutral,negative," Hello there, Taylor  I MISS YOU. Its been 2 months </3",c9e5ca399a
713,neutral,negative,i wear a lot of white  http://tinyurl.com/dlbltg,d7607b8133
714,neutral,positive, Always a good idea.,2d5206550f
716,neutral,positive,getting nails done!!! how relaxing! benji is only 24 hours away!!!!,f841b0e812
717,neutral,negative," not here for long hun, head hurts",09e0880c54
720,neutral,negative,All of a sudden I`m craving broccoli and cheese soup really bad... my mouth is watering envisioning a bread bowl in my head...,15fb68bf9f
721,neutral,positive, That it does  just wish more people would notice it,a93afddcdf
724,neutral,negative,This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn`t get a photo.,a2867122b8
725,neutral,positive,"I love summer, but I oddly don`t want this school year to end.",17deedd7a4
726,neutral,positive, lolz at your modesty...***kix rox***...now all the gals will be lined up at your door,d27429521a
727,neutral,positive,"morning, how is everone? sing to me  You tuck me in, Turn out the light, kept me safe and sound at night. (8)",273aa26c3d
728,neutral,positive,i so can`t be bothered working tomorrow!,c12a98d8f3
729,neutral,positive, kittens are cute then they grow up n become CATS,0a60d11178
730,neutral,negative, .. Guess ol` Tom has another mission impossible ... some of this is like trying to prove innocence .. I didn`t get hugged,58b7571313
731,neutral,negative, Hey I was scared last night at 3:17 because of you... and I had several bad nightmares,a25f8983ff
732,neutral,negative, gawd. People still remember the preggers comment. Hate you!,9b172f1737
733,neutral,negative,oh no my tweetdeck is malfunctioning :O il have web will its fixd,c016333e85
735,neutral,negative, yeah freakin sucks!!,7796395821
737,neutral,positive,#followfriday _1001 cuz ive never been added to anyone`s followfriday either  & cuz he`s got a cool picture,b3b338bcd0
741,neutral,positive,wishes that you would see not with your eyes but with your heart.  http://plurk.com/p/sv5bb,15892f296d
742,neutral,positive, Awwww   i`ve got some photos of cute bunnies,d12acf4e01
743,neutral,negative,long day and i still have to mow the lawn,dad3160e52
745,neutral,negative, why has it been so long since i have talked to you let alone seen you?? it makes me sad,c3c79502f9
747,neutral,positive,I want cookies for breakfast! Luckily I`m an adult and can do that!,058f39acca
748,neutral,negative,Mowing #6. I hate my lawn,90af5c843a
750,neutral,negative, yeah.. I left cause my pc can`t run the client anymore. I had thought I would have a new one by now..,85f882c027
751,neutral,negative,Feeling bad for  profile pic,5496094dac
753,neutral,positive,movie then sleep! Today was good day  [{H!--D3ff}],cb20977501
759,neutral,positive,is getting married in Vegas in November by an Elvis impersonator am so happy!!!,96cc75e508
760,neutral,negative, tried to join the chat but the site would not let me sign in,664d148574
762,neutral,positive,singing songs and filming movies  what i do best,21d77a32fb
763,neutral,negative,Their songs make me want to cry..,5d8cc77f93
764,neutral,negative,While driving u come across aggressive driving behaviour by another driver. U should... Chase the car 2 tell the driver how to drive,803e9c0931
766,negative,neutral, what`s wrong?,038c049e2a
768,neutral,positive,"_d thats good to know, and I bet he looks just like you.",438a7d203a
769,neutral,positive,_43 HAHHAHAH that really made me laugh out loudd! ahahahahahahahahah your fuunny!!,0117a03b6d
770,neutral,positive,i so wish i could get pregnant!!,cad99e531f
771,neutral,positive, im trying to fix it.. it doesnt do it  and its 'ahi dios mio' but u did good lol,4987bf323b
772,neutral,negative, Hiya! Missed you too! What have you been up to?,ba3e84e67f
776,neutral,positive,"Thx, Robban  http://www.sk-gaming.com/match/17905",4e7fb463e0
778,neutral,positive,Going to Al Ain.  Need to check out one store. Hope i find things that I`m looking for.,50eb2a08c3
780,neutral,negative,So my parents are too busy making me feel like **** to realise that I`ve got worse and need to see a doctor again. No sleep sucks,eb9c11eb52
781,neutral,positive," G`night Jonathan! I tried to stay up, I really did. I can`t wait till ur in my timezone! Will be so much easier then!",cf16d0c659
782,neutral,negative,Prom is so over rated!! Irritated... Going to bed goodnight,f7aa65a988
786,neutral,negative," english screwed up my overall percentage in X, in XII again and probably in adm tests too. **** happens.",264f1af9a0
787,neutral,positive, i want chinese food really baaad.,d19724f22f
790,neutral,positive,"_d you`re gonna take good care of that little baby and he`s gonna be a strong boy, that`s for sure",993c6eadd2
